"","dateid","platform","gamemode","mapname","matchid","roundnumber","objectivelocation","winrole","endroundreason","roundduration","clearancelevel","skillrank","role","team","haswon","operator","nbkills","isdead","primaryweapon","primaryweapontype","primarysight","primarygrip","primaryunderbarrel","primarybarrel","secondaryweapon","secondaryweapontype","secondarysight","secondarygrip","secondaryunderbarrel","secondarybarrel","secondarygadget"
"2229",20170221,"PS4","SECURE_AREA","CONSULATE",1945953361,3,"GARAGE","Attacker","DefendersEliminated",211,144,"Gold","Attacker",0,1,"SPETSNAZ-FUZE",2,1,"AK-12","Assault_Rifles","Reflex","Angle","None","Flash","PMM","Pistols","None","None","None","MuzzleBrake","BREACH_CHARGE"
"2230",20170213,"XONE","SECURE_AREA","BANK",4074383149,6,"ARCHIVES","Defender","AttackersEliminated",179,65,"Unranked","Attacker",1,0,"JTF2-BUCK",0,1,"C8-SFW","Assault_Rifles","RedDot","None","Laser","HeavyBarrel","MK1_9mm","Pistols","None","None","None","None","FRAG_GRENADE"
"2231",20170213,"PS4","HOSTAGE","SKYSCRAPER",1250390341,3,"1F_KITCHEN","Defender","AttackersEliminated",224,131,"Platinum","Defender",1,1,"SAT-ECHO",2,1,"SuperNova","Shotguns","None","None","None","None","P229","Pistols","None","None","None","None","BARBED_WIRE"
"2232",20170216,"PS4","SECURE_AREA","CONSULATE",1642411461,4,"ADMINISTRATION_OFFICE","Defender","AttackersEliminated",230,202,"Platinum","Attacker",1,0,"SWAT-ASH",0,1,"R4-C","Assault_Rifles","EosHolo","Vertical","None","Flash","5.7_USG","Pistols","None","None","None","Suppressor","SMOKE_GRENADE"
"2233",20170216,"PS4","SECURE_AREA","BARTLETT_U.",693411121,4,"MODEL_HALL","Attacker","DefendersEliminated",189,64,"Bronze","Defender",0,0,"SWAT-PULSE",0,1,"M1014","Shotguns","None","None","None","None","M45_MEUSOC","Pistols","None","None","None","None","NITRO_CELL"
"2234",20170213,"XONE","SECURE_AREA","KAFE_DOSTOYEVSKY",2898868769,1,"TRAIN_MUSEUM","Attacker","DefendersEliminated",164,35,"Gold","Attacker",0,1,"SPETSNAZ-FUZE",4,0,"AK-12","Assault_Rifles","None","None","None","None","PMM","Pistols","None","None","None","None","BREACH_CHARGE"
"2235",20170212,"XONE","HOSTAGE","HEREFORD_BASE",3412570409,3,"STORAGE","Attacker","DefendersEliminated",196,73,"Gold","Defender",1,0,"GSG9-JAGER",1,1,"416-C_CARBINE","Assault_Rifles","Acog","Vertical","None","Compensator","P12","Pistols","None","None","None","None","DEPLOYABLE_SHIELD"
"2236",20170212,"XONE","SECURE_AREA","CONSULATE",4027705589,1,"GARAGE","Defender","AttackersEliminated",167,147,"Unranked","Defender",1,1,"NAVYSEAL-VALKYRIE",1,0,"MPX","Submachine_Guns","RedDot","Vertical","None","MuzzleBrake","D-50","Pistols","None","None","Laser","None","NITRO_CELL"
"2237",20170213,"XONE","HOSTAGE","BORDER",2023617021,2,"OFFICES","Defender","AttackersEliminated",176,21,"Copper","Defender",0,1,"GSG9-JAGER",0,1,"416-C_CARBINE","Assault_Rifles","Acog","Vertical","Laser","Compensator","P12","Pistols","None","None","None","MuzzleBrake","DEPLOYABLE_SHIELD"
"2238",20170216,"PS4","SECURE_AREA","BORDER",714426361,5,"TELLERS","Attacker","DefendersEliminated",185,85,"Gold","Defender",1,0,"GIGN-ROOK",1,1,"P90","Submachine_Guns","EosHolo","None","None","HeavyBarrel","LFP586","Pistols","None","None","None","None","IMPACT_GRENADE"
"2239",20170212,"PS4","SECURE_AREA","CHALET",4204610849,8,"DINING_ROOM","Defender","AttackersEliminated",198,135,"Platinum","Attacker",1,0,"SWAT-ASH",1,1,"G36C","Assault_Rifles","EosHolo","Angle","None","Flash","M45_MEUSOC","Pistols","None","None","None","None","BREACH_CHARGE"
"2240",20170212,"XONE","SECURE_AREA","HEREFORD_BASE",1996262001,3,"ARMORY","Attacker","DefendersEliminated",135,135,"Platinum","Attacker",0,1,"SWAT-THERMITE",0,1,"556XI","Assault_Rifles","Acog","Angle","None","MuzzleBrake","M45_MEUSOC","Pistols","None","None","None","None","CLAYMORE"
"2241",20170212,"XONE","BOMB","KAFE_DOSTOYEVSKY",2432205589,3,"FIREPLACE_HALL-MINING_ROOM","Attacker","DefendersEliminated",230,113,"Gold","Attacker",0,1,"G.E.O.-JACKAL",0,1,"PDW9","Submachine_Guns","Acog","Vertical","None","Compensator","ITA12S","Shotguns","Reflex","None","Laser","None","BREACH_CHARGE"
"2242",20170212,"XONE","SECURE_AREA","YACHT",3941906569,6,"KITCHEN","Attacker","DefendersEliminated",163,169,"Gold","Attacker",1,1,"SAS-SLEDGE",1,1,"L85A2","Assault_Rifles","Acog","Vertical","None","Compensator","SMG-11","Submachine_Guns","None","Vertical","None","Compensator","FRAG_GRENADE"
"2243",20170212,"PS4","SECURE_AREA","HOUSE",3954162409,5,"MASTER_BEDROOM","Defender","ObjectiveProtected",234,139,"Gold","Defender",1,1,"GSG9-BANDIT",0,1,"MP7","Submachine_Guns","EosHolo","None","None","MuzzleBrake","P12","Pistols","None","None","None","MuzzleBrake","NITRO_CELL"
"2244",20170216,"PC","HOSTAGE","YACHT",4143684309,3,"ENGINE","Defender","AttackersEliminated",212,93,"Gold","Defender",1,1,"GIGN-ROOK",2,0,"MP5","Submachine_Guns","Acog","Vertical","None","MuzzleBrake","P9","Pistols","None","None","None","MuzzleBrake","DEPLOYABLE_SHIELD"
"2245",20170212,"PC","BOMB","HEREFORD_BASE",2006071941,1,"BRIEFING_ROOM-ARMORY","Defender","AttackersEliminated",151,64,"Gold","Attacker",0,0,"SWAT-THERMITE",0,1,"556XI","Assault_Rifles","Acog","Vertical","None","Compensator","M45_MEUSOC","Pistols","None","None","None","None","SMOKE_GRENADE"
"2246",20170216,"PC","BOMB","KAFE_DOSTOYEVSKY",2442532529,6,"KITCHEN_PREP-BAKERY","Defender","BombExploded",235,88,"Platinum","Attacker",1,0,"SWAT-ASH",0,1,"R4-C","Assault_Rifles","Acog","Vertical","None","MuzzleBrake","M45_MEUSOC","Pistols","None","None","None","None","SMOKE_GRENADE"
"2247",20170216,"PS4","BOMB","HEREFORD_BASE",4050455389,2,"BRIEFING_ROOM-ARMORY","Defender","AttackersEliminated",219,111,"Gold","Defender",0,1,"GIGN-DOC",1,1,"P90","Submachine_Guns","EosHolo","None","Laser","Flash","P9","Pistols","None","None","Laser","MuzzleBrake","DEPLOYABLE_SHIELD"
"2248",20170216,"XONE","SECURE_AREA","CHALET",2437134489,3,"SNOWMOBILE_GARAGE","Attacker","ObjectiveCaptured",150,147,"Silver","Defender",1,0,"BOPE-CAVEIRA",2,0,"M12","Submachine_Guns","Reflex","None","None","Flash","PRB92","Pistols","None","None","None","None","IMPACT_GRENADE"
"2249",20170221,"PS4","SECURE_AREA","HEREFORD_BASE",2407373109,5,"MASTER_BEDROOM","Defender","AttackersEliminated",223,74,"Silver","Defender",1,1,"G.E.O.-MIRA",1,0,"VECTOR_.45_ACP","Submachine_Guns","EosHolo","Vertical","None","MuzzleBrake","ITA12S","Shotguns","EosHolo","None","None","None","NITRO_CELL"
"2250",20170221,"PS4","SECURE_AREA","KAFE_DOSTOYEVSKY",1304611581,2,"READING_ROOM","Defender","AttackersEliminated",224,47,"Unranked","Attacker",1,0,"SAS-SLEDGE",0,1,"L85A2","Assault_Rifles","RedDot","Vertical","None","Suppressor","SMG-11","Submachine_Guns","RedDot","Vertical","Laser","HeavyBarrel","FRAG_GRENADE"
"2251",20170221,"PS4","SECURE_AREA","HEREFORD_BASE",1553403081,3,"DINING_ROOM","Defender","AttackersEliminated",141,52,"Silver","Attacker",0,0,"SPETSNAZ-FUZE",0,1,"AK-12","Assault_Rifles","Acog","Vertical","None","MuzzleBrake","PMM","Pistols","None","None","None","None","BREACH_CHARGE"
"2252",20170221,"PC","BOMB","KANAL",2320735269,5,"KITCHEN-PROJECTOR_ROOM","Defender","AttackersEliminated",145,160,"Gold","Attacker",0,0,"GIGN-MONTAGNE",0,1,"Shield","Shield","None","None","None","None","LFP586","Pistols","None","None","Laser","None","SMOKE_GRENADE"
"2253",20170216,"XONE","SECURE_AREA","PLANE",3774057269,5,"MEETING_ROOM","Attacker","ObjectiveCaptured",103,56,"Silver","Defender",1,0,"SPETSNAZ-KAPKAN",1,1,"SASG-12","Shotguns","None","None","None","None","PMM","Pistols","None","None","None","None","NITRO_CELL"
"2254",20170221,"XONE","SECURE_AREA","CLUB_HOUSE",2113837761,5,"BAR_BACKSTORE","Attacker","DefendersEliminated",126,52,"Gold","Attacker",0,1,"GSG9-IQ",3,0,"552_COMMANDO","Assault_Rifles","Acog","Vertical","None","MuzzleBrake","P12","Pistols","None","None","None","None","FRAG_GRENADE"
"2255",20170216,"PS4","SECURE_AREA","KAFE_DOSTOYEVSKY",2771647169,3,"TRAIN_MUSEUM","Attacker","DefendersEliminated",141,81,"Platinum","Defender",1,0,"NAVYSEAL-VALKYRIE",0,1,"MPX","Submachine_Guns","EosHolo","Vertical","None","Compensator","D-50","Pistols","None","None","None","None","NITRO_CELL"
"2256",20170212,"XONE","HOSTAGE","BANK",2865092749,1,"VAULT","Defender","AttackersEliminated",219,81,"Silver","Attacker",0,0,"SAT-HIBANA",0,1,"TYPE-89","Assault_Rifles","Acog","Vertical","None","MuzzleBrake","BEARING_9","Submachine_Guns","Reflex","None","None","Flash","STUN_GRENADE"
"2257",20170221,"PS4","BOMB","FAVELAS",1216314041,1,"2F_FOOTBALL_BEDROOM-2F_FOOTBALL_OFFICE","Attacker","DefendersEliminated",223,47,"Silver","Defender",1,0,"GIGN-DOC",0,1,"MP5","Submachine_Guns","Reflex","Vertical","None","MuzzleBrake","LFP586","Pistols","None","None","None","None","DEPLOYABLE_SHIELD"
"2258",20170212,"XONE","HOSTAGE","PLANE",2475248349,2,"LUGGAGE_HOLD","Defender","AttackersEliminated",221,128,"Unranked","Defender",0,1,"GSG9-JAGER",1,0,"416-C_CARBINE","Assault_Rifles","Acog","Vertical","None","Compensator","P12","Pistols","None","None","None","Suppressor","BARBED_WIRE"
"2259",20170213,"XONE","SECURE_AREA","PLANE",1155622101,4,"LUGGAGE_HOLD","Defender","AttackersEliminated",155,149,"Gold","Attacker",1,0,"SWAT-ASH",0,1,"R4-C","Assault_Rifles","EosHolo","Vertical","None","MuzzleBrake","M45_MEUSOC","Pistols","None","None","None","MuzzleBrake","SMOKE_GRENADE"
"2260",20170212,"XONE","SECURE_AREA","PLANE",3429246769,2,"MEETING_ROOM","Attacker","DefendersEliminated",221,126,"Gold","Defender",0,0,"GIGN-ROOK",1,1,"MP5","Submachine_Guns","Acog","Vertical","Laser","Flash","P9","Pistols","None","None","None","None","DEPLOYABLE_SHIELD"
"2261",20170216,"PC","BOMB","COASTLINE",270636941,1,"2F_HOOKAH_LOUNGE-2F_BILLIARDS_ROOM","Attacker","DefendersEliminated",148,153,"Platinum","Defender",1,0,"GSG9-BANDIT",0,1,"MP7","Submachine_Guns","Acog","None","None","Compensator","P12","Pistols","None","None","None","MuzzleBrake","BARBED_WIRE"
"2262",20170212,"PC","SECURE_AREA","HOUSE",830840481,5,"MASTER_BEDROOM","Defender","AttackersEliminated",231,123,"Gold","Attacker",0,0,"SPETSNAZ-FUZE",1,1,"AK-12","Assault_Rifles","Acog","Vertical","None","MuzzleBrake","PMM","Pistols","None","None","Laser","MuzzleBrake","BREACH_CHARGE"
"2263",20170212,"PS4","BOMB","BANK",1035717401,8,"LOCKERS-CCTV_ROOM","Defender","AttackersEliminated",212,71,"Bronze","Defender",0,1,"SAT-ECHO",1,0,"MP5SD","Submachine_Guns","Acog","Vertical","None","None","BEARING_9","Submachine_Guns","Reflex","None","None","None","BARBED_WIRE"
"2264",20170213,"PC","HOSTAGE","CLUB_HOUSE",179494921,6,"CASH_ROOM","Defender","AttackersSurrendered",199,65,"Copper","Defender",0,1,"SAS-MUTE",0,0,"MP5K","Submachine_Guns","Reflex","None","None","MuzzleBrake","P226_MK_25","Pistols","None","None","None","None","NITRO_CELL"
"2265",20170212,"XONE","SECURE_AREA","HEREFORD_BASE",3495629349,5,"WORKSHOP","Defender","AttackersEliminated",184,136,"Gold","Defender",1,1,"GSG9-JAGER",0,1,"416-C_CARBINE","Assault_Rifles","EosHolo","Vertical","None","Compensator","P12","Pistols","None","None","None","None","BARBED_WIRE"
"2266",20170216,"PS4","SECURE_AREA","HOUSE",3158336769,3,"MASTER_BEDROOM","Defender","AttackersEliminated",162,50,"Gold","Attacker",0,0,"SWAT-THERMITE",0,1,"556XI","Assault_Rifles","Acog","Vertical","None","None","M45_MEUSOC","Pistols","None","None","None","Suppressor","CLAYMORE"
"2267",20170216,"PS4","BOMB","HOUSE",2507017829,6,"LIVING_ROOM-TRAINING_ROOM","Defender","BombExploded",232,53,"Unranked","Defender",0,1,"GSG9-JAGER",0,0,"416-C_CARBINE","Assault_Rifles","Acog","Vertical","None","Compensator","P12","Pistols","None","None","None","None","BARBED_WIRE"
"2268",20170212,"PS4","SECURE_AREA","CONSULATE",2425429689,1,"GARAGE","Attacker","DefendersEliminated",218,62,"Bronze","Attacker",0,1,"SPETSNAZ-GLAZ",1,1,"OTs-03","Marksman_Rifles","RedDot","None","None","Suppressor","PMM","Pistols","None","None","None","None","SMOKE_GRENADE"
"2269",20170212,"PC","SECURE_AREA","OREGON",3635841049,3,"DORMS_MAIN_HALL","Defender","AttackersEliminated",192,90,"Silver","Defender",1,1,"NAVYSEAL-VALKYRIE",0,1,"MPX","Submachine_Guns","Reflex","Vertical","None","Flash","D-50","Pistols","None","None","None","None","NITRO_CELL"
"2270",20170212,"PC","SECURE_AREA","HOUSE",2826736849,3,"MASTER_BEDROOM","Defender","AttackersEliminated",199,113,"Gold","Defender",1,1,"BOPE-CAVEIRA",2,0,"M12","Submachine_Guns","RedDot","None","None","HeavyBarrel","PRB92","Pistols","None","None","None","None","IMPACT_GRENADE"
"2271",20170221,"PS4","SECURE_AREA","PLANE",1564336161,4,"STAFF_SECTION","Defender","AttackersEliminated",238,192,"Silver","Defender",0,1,"G.E.O.-MIRA",2,1,"VECTOR_.45_ACP","Submachine_Guns","EosHolo","Vertical","None","None","USP40","Pistols","None","None","None","None","NITRO_CELL"
"2272",20170216,"XONE","SECURE_AREA","KANAL",4106146749,3,"BOAT_SUPPLIES","Attacker","DefendersEliminated",134,76,"Gold","Attacker",0,1,"G.E.O.-JACKAL",0,0,"PDW9","Submachine_Guns","None","None","None","None","ITA12S","Shotguns","None","None","None","None","BREACH_CHARGE"
"2273",20170221,"PS4","SECURE_AREA","KANAL",642486981,2,"MAPS_OFFICE","Attacker","DefendersEliminated",220,23,"Unranked","Defender",0,0,"GSG9-BANDIT",0,1,"MP7","Submachine_Guns","Reflex","None","None","None","P12","Pistols","None","None","None","None","BARBED_WIRE"
"2274",20170213,"XONE","SECURE_AREA","HOUSE",2569588529,3,"GARAGE","Attacker","DefendersEliminated",170,58,"Unranked","Defender",1,0,"SWAT-PULSE",0,1,"UMP45","Submachine_Guns","None","None","None","None","M45_MEUSOC","Pistols","None","None","None","None","NITRO_CELL"
"2275",20170216,"XONE","BOMB","PLANE",2658724089,1,"MEETING_ROOM-EXECUTIVE_OFFICE","Attacker","DefendersEliminated",182,150,"Gold","Defender",1,0,"JTF2-FROST",1,1,"SUPER_90","Shotguns","None","None","Laser","None","MK1_9mm","Pistols","None","None","Laser","None","DEPLOYABLE_SHIELD"
"2276",20170212,"PS4","SECURE_AREA","CONSULATE",4286274709,6,"GARAGE","Attacker","ObjectiveCaptured",171,165,"Gold","Defender",0,0,"SAS-MUTE",0,1,"MP5K","Submachine_Guns","RedDot","None","None","MuzzleBrake","P226_MK_25","Pistols","None","None","None","None","NITRO_CELL"
"2277",20170212,"PS4","SECURE_AREA","OREGON",2735567489,4,"LAUNDRY_ROOM","Attacker","DefendersEliminated",115,62,"Unranked","Attacker",1,1,"SAS-SLEDGE",0,1,"L85A2","Assault_Rifles","Acog","Vertical","None","None","SMG-11","Submachine_Guns","Reflex","Vertical","None","HeavyBarrel","FRAG_GRENADE"
"2278",20170212,"XONE","HOSTAGE","CLUB_HOUSE",44899241,1,"CHURCH","Defender","AttackersEliminated",170,59,"Unranked","Defender",1,1,"GIGN-DOC",0,0,"MP5","Submachine_Guns","EosHolo","Vertical","None","MuzzleBrake","LFP586","Pistols","None","None","Laser","None","DEPLOYABLE_SHIELD"
"2279",20170212,"XONE","HOSTAGE","PLANE",3747000949,8,"LUGGAGE_HOLD","Attacker","DefendersEliminated",196,25,"Silver","Defender",1,0,"GIGN-ROOK",0,1,"P90","Submachine_Guns","RedDot","None","None","MuzzleBrake","P9","Pistols","None","None","None","None","DEPLOYABLE_SHIELD"
"2280",20170212,"PS4","SECURE_AREA","OREGON",3725406349,6,"DORMS_MAIN_HALL","Attacker","DefendersEliminated",138,71,"Gold","Defender",0,0,"NAVYSEAL-VALKYRIE",0,1,"MPX","Submachine_Guns","EosHolo","Vertical","None","Flash","D-50","Pistols","None","None","None","None","NITRO_CELL"
"2281",20170213,"PS4","SECURE_AREA","BANK",2533225069,1,"LOCKERS","Defender","AttackersEliminated",225,101,"Gold","Defender",1,1,"SAS-SMOKE",0,1,"FMG-9","Submachine_Guns","Reflex","None","None","MuzzleBrake","SMG-11","Submachine_Guns","Reflex","Vertical","None","None","IMPACT_GRENADE"
"2282",20170212,"PC","SECURE_AREA","KANAL",3404806269,2,"SERVER_ROOM","Attacker","ObjectiveCaptured",239,87,"Gold","Defender",0,0,"SAS-MUTE",1,1,"MP5K","Submachine_Guns","EosHolo","None","None","Compensator","P226_MK_25","Pistols","None","None","None","None","DEPLOYABLE_SHIELD"
"2283",20170213,"PS4","SECURE_AREA","KANAL",825969961,1,"SERVER_ROOM","Defender","AttackersEliminated",182,123,"Gold","Defender",1,1,"GIGN-ROOK",1,0,"SG-CQB","Shotguns","EosHolo","Vertical","Laser","None","P9","Pistols","None","None","None","Suppressor","IMPACT_GRENADE"
"2284",20170212,"PC","BOMB","COASTLINE",95662001,7,"2F_PENTHOUSE-2F_THEATER","Defender","BombExploded",232,64,"Silver","Defender",0,1,"G.E.O.-MIRA",0,1,"VECTOR_.45_ACP","Submachine_Guns","Reflex","Vertical","None","Compensator","ITA12S","Shotguns","EosHolo","None","None","None","DEPLOYABLE_SHIELD"
"2285",20170216,"PS4","SECURE_AREA","FAVELAS",1539422041,3,"1F_ARMORY_ROOM","Attacker","DefendersEliminated",175,256,"Platinum","Defender",1,0,"BOPE-CAVEIRA",0,1,"M12","Submachine_Guns","RedDot","None","None","HeavyBarrel","PRB92","Pistols","None","None","None","None","IMPACT_GRENADE"
"2286",20170212,"PS4","SECURE_AREA","PLANE",2209209869,1,"MEETING_ROOM","Attacker","DefendersEliminated",229,117,"Unranked","Attacker",0,1,"G.E.O.-JACKAL",4,0,"C7E","Assault_Rifles","Acog","Vertical","None","Compensator","ITA12S","Shotguns","None","None","None","None","BREACH_CHARGE"
"2287",20170212,"PS4","SECURE_AREA","HOUSE",1610713921,3,"GARAGE","Defender","AttackersEliminated",151,48,"Unranked","Defender",1,1,"SAS-SMOKE",0,1,"FMG-9","Submachine_Guns","RedDot","None","Laser","Flash","P226_MK_25","Pistols","None","None","Laser","Suppressor","IMPACT_GRENADE"
"2288",20170221,"PS4","SECURE_AREA","PLANE",2564896669,2,"STAFF_SECTION","Defender","AttackersEliminated",138,54,"Unranked","Defender",0,1,"SPETSNAZ-TACHANKA",0,1,"SASG-12","Shotguns","None","None","None","None","PMM","Pistols","None","None","None","None","DEPLOYABLE_SHIELD"
"2289",20170213,"PS4","BOMB","SKYSCRAPER",989593201,4,"2F_EXHIBITION-2F_WORK_OFFICE","Attacker","DefendersEliminated",158,119,"Unranked","Defender",0,0,"GIGN-ROOK",1,1,"MP5","Submachine_Guns","EosHolo","Vertical","None","MuzzleBrake","P9","Pistols","None","None","None","None","IMPACT_GRENADE"
"2290",20170213,"XONE","HOSTAGE","BORDER",2333046629,2,"CUSTOMS_INSPECTIONS","Defender","AttackersEliminated",211,23,"Unranked","Defender",0,1,"SWAT-CASTLE",0,1,"UMP45","Submachine_Guns","EosHolo","Vertical","None","Suppressor","5.7_USG","Pistols","None","None","None","None","IMPACT_GRENADE"
"2291",20170216,"XONE","SECURE_AREA","PLANE",246652081,4,"LUGGAGE_HOLD","Defender","AttackersEliminated",231,123,"Platinum","Defender",0,1,"GSG9-JAGER",3,0,"416-C_CARBINE","Assault_Rifles","Acog","Vertical","None","MuzzleBrake","P12","Pistols","None","None","None","MuzzleBrake","DEPLOYABLE_SHIELD"
"2292",20170212,"XONE","SECURE_AREA","BARTLETT_U.",1118732181,1,"CLASSROOM","Attacker","DefendersEliminated",225,60,"Gold","Attacker",0,1,"SPETSNAZ-GLAZ",0,1,"OTs-03","Marksman_Rifles","Reflex","None","None","MuzzleBrake","GSH-18","Pistols","None","None","(null)","None","SMOKE_GRENADE"
"2293",20170212,"XONE","BOMB","CLUB_HOUSE",3243388889,2,"CHURCH-ARSENAL_ROOM","Defender","AttackersEliminated",197,174,"Gold","Defender",0,1,"GSG9-JAGER",1,1,"416-C_CARBINE","Assault_Rifles","Acog","Vertical","None","Flash","P12","Pistols","None","None","None","MuzzleBrake","BARBED_WIRE"
"2294",20170212,"XONE","HOSTAGE","CLUB_HOUSE",1826462861,6,"CASH_ROOM","Attacker","DefendersEliminated",218,112,"Unranked","Attacker",1,1,"SAT-HIBANA",0,1,"TYPE-89","Assault_Rifles","Acog","Angle","None","Compensator","BEARING_9","Submachine_Guns","EosHolo","None","None","Compensator","CLAYMORE"
"2295",20170213,"XONE","SECURE_AREA","SKYSCRAPER",1127761881,2,"2F_TEA_ROOM","Defender","AttackersEliminated",180,89,"Gold","Defender",0,1,"GSG9-BANDIT",0,1,"MP7","Submachine_Guns","Acog","None","None","Compensator","P12","Pistols","None","None","None","MuzzleBrake","NITRO_CELL"
"2296",20170212,"PC","SECURE_AREA","KANAL",1116252361,5,"SERVER_ROOM","Attacker","DefendersEliminated",185,39,"Gold","Defender",1,0,"GIGN-ROOK",0,1,"MP5","Submachine_Guns","RedDot","Vertical","None","Flash","LFP586","Pistols","None","None","None","None","DEPLOYABLE_SHIELD"
"2297",20170213,"XONE","SECURE_AREA","HEREFORD_BASE",3758712509,4,"WORKSHOP","Defender","AttackersEliminated",229,53,"Unranked","Defender",0,1,"SWAT-CASTLE",0,0,"M1014","Shotguns","EosHolo","None","Laser","None","M45_MEUSOC","Pistols","None","None","Laser","Suppressor","IMPACT_GRENADE"
"2298",20170212,"PS4","BOMB","CHALET",199996661,3,"KITCHEN-TROPHY_ROOM","Attacker","DefendersEliminated",142,90,"Gold","Attacker",0,1,"SAT-HIBANA",1,0,"TYPE-89","Assault_Rifles","Acog","Vertical","None","Flash","BEARING_9","Submachine_Guns","EosHolo","None","None","Compensator","STUN_GRENADE"
"2299",20170216,"PC","SECURE_AREA","BARTLETT_U.",674468821,5,"LOUNGE","Defender","ObjectiveProtected",232,147,"Copper","Defender",1,1,"SAS-MUTE",1,1,"MP5K","Submachine_Guns","RedDot","None","None","Suppressor","P226_MK_25","Pistols","None","None","Laser","Suppressor","NITRO_CELL"
"2300",20170212,"PS4","BOMB","KANAL",2116867221,3,"KITCHEN-PROJECTOR_ROOM","Defender","AttackersEliminated",185,56,"Gold","Defender",1,1,"GSG9-JAGER",1,0,"416-C_CARBINE","Assault_Rifles","RedDot","Vertical","None","Suppressor","P12","Pistols","None","None","None","MuzzleBrake","DEPLOYABLE_SHIELD"
"2301",20170213,"PC","BOMB","BORDER",2271668469,2,"ARMORY_LOCKERS-ARCHIVES","Defender","AttackersEliminated",171,74,"Unranked","Defender",0,1,"GIGN-ROOK",1,1,"MP5","Submachine_Guns","Reflex","Vertical","None","Suppressor","P9","Pistols","None","None","None","None","IMPACT_GRENADE"
"2302",20170212,"XONE","BOMB","BARTLETT_U.",3376404829,1,"READING_ROOM-LIBRARY","Defender","AttackersEliminated",211,118,"Gold","Attacker",0,0,"SAS-SLEDGE",0,1,"L85A2","Assault_Rifles","Acog","Vertical","None","Compensator","SMG-11","Submachine_Guns","EosHolo","Vertical","Laser","Compensator","STUN_GRENADE"
